iter	Logloss
0	0.5850491815
1	0.4858355463
2	0.3959980955
3	0.3377121889
4	0.2884732742
5	0.2589669237
6	0.22440048
7	0.1952643046
8	0.1760532379
9	0.1545030741
10	0.1405142362
11	0.1214606542
12	0.1090713354
13	0.1011262123
14	0.09228795125
15	0.08485729144
16	0.07935339854
17	0.07329361622
18	0.06897748067
19	0.06497206688
20	0.06143498788
21	0.05809271519
22	0.05489121951
23	0.05227437753
24	0.04957605142
25	0.0474493797
26	0.04589216526
27	0.0439525971
28	0.04198669654
29	0.03992497738
30	0.03769121904
31	0.03657512298
32	0.03505757038
33	0.03403091431
34	0.03247742286
35	0.03134272649
36	0.02972735258
37	0.02861940127
38	0.02755908966
39	0.02671094674
40	0.02584220079
41	0.02498093385
42	0.02415120418
43	0.02355820949
44	0.02300089506
45	0.02234647824
46	0.02178208278
47	0.02096757889
48	0.02035172903
49	0.01956808017
50	0.01894101363
51	0.01838638599
52	0.01773362893
53	0.01736435157
54	0.01700760034
55	0.01663132998
56	0.0163160104
57	0.01597780815
58	0.01558908866
59	0.01526899521
60	0.01464977631
61	0.01446138804
62	0.01411003425
63	0.01358671005
64	0.01334256759
65	0.01310614531
66	0.01292213477
67	0.01247630303
68	0.01221214441
69	0.01180380399
70	0.01165051735
71	0.01127592509
72	0.01109534044
73	0.01097957905
74	0.01064680723
75	0.01051769073
76	0.01039846494
77	0.0102429445
78	0.01014172756
79	0.01004303785
80	0.009922309105
81	0.009781444073
82	0.009633183479
83	0.009501293072
84	0.009398533748
85	0.009300341973
86	0.009201036967
87	0.009076342216
88	0.008967847091
89	0.008852966015
90	0.008749606059
91	0.00865644675
92	0.0085511446
93	0.008469986916
94	0.00838393248
95	0.008299908271
96	0.008208823204
97	0.00811374646
98	0.008017886602
99	0.007933237919
100	0.007845511803
101	0.007759572451
102	0.007675419862
103	0.007603617815
104	0.007533348524
105	0.007458481422
106	0.007384476295
107	0.007314022688
108	0.007244605284
109	0.007176705507
110	0.007110768098
111	0.007045335495
112	0.006985430534
113	0.006921751224
114	0.006863477597
115	0.006801362221
116	0.006745448479
117	0.006689824508
118	0.006635864881
119	0.006582705791
120	0.006530174842
121	0.006478661299
122	0.006427510885
123	0.006377946413
124	0.006324686912
125	0.006276140763
126	0.006228569838
127	0.006181296935
128	0.006135013929
129	0.006085924919
130	0.006041145325
131	0.005996625699
132	0.005948923184
133	0.005905390703
134	0.005862692686
135	0.005820910747
136	0.005779593724
137	0.005739253301
138	0.005699609793
139	0.005659937859
140	0.005617423241
141	0.005579402355
142	0.005541463999
143	0.005504784676
144	0.005467176437
145	0.005431349461
146	0.005392457889
147	0.005357131591
148	0.005322169341
149	0.005288331784
150	0.005254175113
151	0.005217442146
152	0.005184740287
153	0.005152167724
154	0.005119415888
155	0.005087272937
156	0.005055484863
157	0.005021706911
158	0.004991452052
159	0.004961254505
160	0.004931658965
161	0.004901741101
162	0.004872775536
163	0.004840938403
164	0.004812144316
165	0.004784325911
166	0.004756751886
167	0.00472888809
168	0.004701850506
169	0.004675015119
170	0.004645922092
171	0.004619825345
172	0.004593755649
173	0.004568674014
174	0.004543340206
175	0.004517917908
176	0.004493607008
177	0.004469185151
178	0.00444549964
179	0.004421554162
180	0.004398102944
181	0.004374611378
182	0.004351631953
183	0.004329111943
184	0.004306481435
185	0.00428423423
186	0.004261763279
187	0.004240117165
188	0.0042185169
189	0.004197057394
190	0.004175890409
191	0.004155076009
192	0.004134115806
193	0.004113799792
194	0.004093379241
195	0.004073158136
196	0.00405348356
197	0.004033604494
198	0.004014220605
199	0.003994900447
200	0.003975725632
201	0.00395659896
202	0.003937405806
203	0.003919051702
204	0.003900738404
205	0.003881989305
206	0.003863724608
207	0.003845633223
208	0.003827598003
209	0.003810027012
210	0.003792440433
211	0.003774887782
212	0.003757845438
213	0.003740911759
214	0.003724156893
215	0.003707595284
216	0.003691094655
217	0.003674829923
218	0.003658767847
219	0.003642322467
220	0.003626459378
221	0.00361084044
222	0.003595297612
223	0.003579680965
224	0.003564511583
225	0.003548997182
226	0.003533608638
227	0.003519048141
228	0.003503886553
229	0.003489284332
230	0.003474876514
231	0.003460483597
232	0.003446192008
233	0.003432019857
234	0.003417813778
235	0.003403800726
236	0.003390170978
237	0.003376223032
238	0.003362628588
239	0.003349216855
240	0.003335752395
241	0.003320506215
242	0.003307172885
243	0.003294274899
244	0.003280967932
245	0.003268435368
246	0.00325531822
247	0.003242303316
248	0.003230014673
249	0.00321722214
250	0.003204652209
251	0.003192127209
252	0.003180161806
253	0.003168405478
254	0.003155821103
255	0.00314389834
256	0.003131996439
257	0.003120329288
258	0.003108754525
259	0.003095580981
260	0.003084018826
261	0.003072556166
262	0.003061002951
263	0.003049766559
264	0.003038357771
265	0.003027613576
266	0.003016679791
267	0.003005755865
268	0.00299486793
269	0.00298419824
270	0.002973826115
271	0.002962993888
272	0.002952350791
273	0.002942015345
274	0.002931941243
275	0.002921667924
276	0.002911393688
277	0.002900929176
278	0.002890921556
279	0.002881137224
280	0.002871169035
281	0.002861146285
282	0.002851470617
283	0.002841937771
284	0.002832220609
285	0.002822625408
286	0.002812835803
287	0.002803962047
288	0.002794269186
289	0.002784997225
290	0.002776023058
291	0.002766998915
292	0.002758276004
293	0.002749206011
294	0.002739692881
295	0.00273012496
296	0.002721454776
297	0.002712759605
298	0.002703948204
299	0.002695208788
